Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Customer Age,City,Zip Code,State,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
5397,38370,4/3/14,High,50,169.13,0,Regular Air,43.05,3.14,1.14,Sean O'Donnell,54,Springfield,45503,Ohio,East,Corporate,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",Wrap Bag,0.4,4/5/14
6386,45377,4/3/14,Low,47,91.43,0.08,Regular Air,-22.90,2.08,1.49,Kimberly Carter,54,Clinton,52732,Iowa,Central,Home Office,Office Supplies,Binders and Binder Accessories,Round Ring Binders,Small Box,0.38,4/5/14
5373,38212,4/4/14,Medium,24,123.75,0.09,Express Air,55.42,4.98,0.49,Eva Jacobs,54,Broomfield,80020,Colorado,West,Home Office,Office Supplies,Labels,Avery White Multi-Purpose Labels,Small Box,0.39,4/5/14
5374,38212,4/4/14,Medium,46,3533.97,0.07,Regular Air,-1329.81,80.98,35,Eva Jacobs,54,Castle Rock,80104,Colorado,West,Home Office,Office Supplies,Storage & Organization,"Carina 42""Hx23 3/4""W Media Storage Unit",Large Box,0.83,4/6/14
5375,38212,4/4/14,Medium,38,3821.4045,0,Regular Air,1256.97,115.99,2.5,Eva Jacobs,54,Castle Rock,80104,Colorado,West,Home Office,Technology,Telephones and Communication,StarTAC 7797,Small Box,0.55,4/6/14
2385,17287,4/5/14,High,38,5793.46,0.01,Regular Air,2477.77,150.98,13.99,Shui Tom,54,Issaquah,98027,Washington,West,Home Office,Technology,Office Machines,Canon MP41DH Printing Calculator,Medium Box,0.38,4/6/14
2386,17287,4/5/14,High,11,4558.21,0.06,Regular Air,993.81,415.88,11.37,Shui Tom,54,Issaquah,98027,Washington,West,Home Office,Office Supplies,Storage & Organization,Deluxe Rollaway Locking File with Drawer,Small Box,0.57,4/7/14
2387,17287,4/5/14,High,26,4361.6985,0.05,Regular Air,1069.79,195.99,4.2,Shui Tom,54,Kennewick,99336,Washington,West,Home Office,Technology,Telephones and Communication,T65,Small Box,0.56,4/7/14
3169,22787,4/5/14,Medium,35,46.44,0.06,Express Air,-16.30,1.26,0.7,Ricardo Block,54,Lewiston,83501,Idaho,West,Corporate,Office Supplies,Rubber Bands,Bagged Rubber Bands,Wrap Bag,0.81,4/5/14
5346,37988,4/5/14,Not Specified,12,189.19,0.08,Regular Air,-56.71,16.06,8.34,Khloe Miller,54,Saint Clair Shores,48080,Michigan,Central,Home Office,Office Supplies,Storage & Organization,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Small Box,0.59,4/5/14
5728,40643,4/5/14,Critical,23,258.74,0.05,Regular Air,10.80,11.58,5.72,Ben Wallace,54,Watertown,13601,New York,East,Home Office,Office Supplies,Envelopes,"Peel & Seel® Recycled Catalog Envelopes, Brown",Small Box,0.35,4/7/14
31,197,4/6/14,High,23,310.52,0.01,Regular Air,33.22,12.98,3.14,Penelope Sewall,54,Miramar,33023,Florida,South,Home Office,Office Supplies,"Scissors, Rulers and Trimmers","Acme® 8"" Straight Scissors",Small Pack,0.6,4/8/14
2459,17860,4/6/14,Critical,16,139,0.05,Express Air,-96.33,7.77,9.23,Adam Bellavance,54,Great Falls,59405,Montana,West,Small Business,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Small Box,0.58,4/8/14
2992,21601,4/6/14,Low,20,2227.34,0.09,Regular Air,-609.09,113.64,35,Nat Gilpin,54,Midwest City,73110,Oklahoma,Central,Consumer,Office Supplies,Storage & Organization,SAFCO Boltless Steel Shelving,Large Box,,4/6/14
3116,22375,4/7/14,Not Specified,43,816.11,0.04,Regular Air,66.14,18.97,9.54,Christine Abelman,54,Spanaway,98387,Washington,West,Corporate,Office Supplies,Paper,Xerox 1939,Small Box,0.37,4/8/14
4735,33700,4/7/14,Low,36,260.13,0,Regular Air,-133.98,6.48,8.19,Chuck Clark,54,Pahrump,89041,Nevada,West,Corporate,Office Supplies,Paper,Xerox 217,Small Box,0.37,4/11/14
1046,7680,4/8/14,Not Specified,32,1141.37,0.04,Regular Air,-0.14,35.44,19.99,Jim Karlsson,54,Cottage Lake,98072,Washington,West,Small Business,Office Supplies,Paper,Xerox 1880,Small Box,0.38,4/8/14
2268,16291,4/8/14,Not Specified,31,894.64,0.01,Regular Air,-27.79,27.42,19.46,Gary Hansen,54,Fort Worth,76106,Texas,Central,Consumer,Furniture,Office Furnishings,Howard Miller Distant Time Traveler Alarm Clock,Small Box,0.44,4/9/14
3346,23940,4/8/14,Medium,20,138.52,0.03,Regular Air,-895.24,4.48,49,Khloe Miller,54,Royal Oak,48073,Michigan,Central,Home Office,Office Supplies,Appliances,Hoover Portapower™ Portable Vacuum,Large Box,0.6,4/9/14
3347,23940,4/8/14,Medium,11,1735.59,0.02,Delivery Truck,-506.43,150.89,60.2,Khloe Miller,54,Royal Oak,48073,Michigan,Central,Home Office,Furniture,Chairs & Chairmats,"Global Leather & Oak Executive Chair, Burgundy",Jumbo Drum,0.77,4/11/14
7019,50083,4/8/14,Not Specified,33,13671.94,0.01,Delivery Truck,5711.96,400.97,48.26,John Castell,54,Shaker Heights,44118,Ohio,East,Small Business,Technology,Office Machines,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Jumbo Box,0.36,4/10/14
7419,52929,4/8/14,High,43,701.46,0.04,Express Air,-90.14,15.99,9.4,Muhammed MacIntyre,54,Hoffman Estates,60194,Illinois,Central,Small Business,Technology,Office Machines,"AT&T Black Trimline Phone, Model 210",Small Box,0.49,4/9/14
7420,52929,4/8/14,High,19,53.94,0.05,Regular Air,-6.53,2.78,1.25,Muhammed MacIntyre,54,Hoffman Estates,60194,Illinois,Central,Small Business,Office Supplies,Pens & Art Supplies,Newell 318,Wrap Bag,0.59,4/9/14
7421,52929,4/8/14,High,7,46.94,0.02,Regular Air,7.34,6.47,1.22,Muhammed MacIntyre,54,Hoffman Estates,60194,Illinois,Central,Small Business,Office Supplies,Pens & Art Supplies,"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Wrap Bag,0.4,4/9/14
7422,52929,4/8/14,High,20,77.99,0.03,Regular Air,19.68,3.93,0.99,Muhammed MacIntyre,54,Hoffman Estates,60194,Illinois,Central,Small Business,Office Supplies,Rubber Bands,Staples Vinyl Coated Paper Clips,Wrap Bag,0.39,4/9/14
7906,56550,4/8/14,Not Specified,37,823.78,0.03,Express Air,343.05,22.23,5.08,Frank Hawley,54,Casper,82604,Wyoming,West,Home Office,Furniture,Office Furnishings,"Executive Impressions 14""",Small Pack,0.41,4/10/14
7907,56550,4/8/14,Not Specified,8,469.8375,0,Regular Air,-159.24,65.99,8.99,Frank Hawley,54,Casper,82604,Wyoming,West,Home Office,Technology,Telephones and Communication,Talkabout T8367,Small Box,0.56,4/9/14
7908,56550,4/8/14,Not Specified,33,647.77,0.09,Regular Air,166.85,19.98,5.77,Frank Hawley,54,Charleston,25314,West Virginia,East,Home Office,Office Supplies,Paper,Xerox Blank Computer Paper,Small Box,0.38,4/11/14
1602,11648,4/9/14,Low,1,32.51,0.1,Regular Air,-90.94,35.41,1.99,Brian DeCherney,54,Murray,84107,Utah,West,Corporate,Technology,Computer Peripherals,Imation DVD-RAM discs,Small Pack,0.43,4/16/14
1603,11648,4/9/14,Low,33,570.51,0,Regular Air,-142.75,16.74,7.04,Brian DeCherney,54,Murray,84107,Utah,West,Corporate,Office Supplies,Storage & Organization,Rogers® Profile Extra Capacity Storage Tub,Small Box,0.81,4/9/14
2682,19424,4/9/14,Not Specified,29,60.68,0.09,Regular Air,-115.71,1.98,4.77,Sibella Parks,54,Aloha,97007,Oregon,West,Small Business,Office Supplies,Binders and Binder Accessories,Avery Reinforcements for Hole-Punch Pages,Small Box,0.4,4/9/14
2683,19424,4/9/14,Not Specified,37,1129.055,0.05,Regular Air,337.73,35.99,1.1,Sibella Parks,54,Aloha,97007,Oregon,West,Small Business,Technology,Telephones and Communication,Accessory35,Small Box,0.55,4/10/14
3218,23104,4/9/14,Medium,3,30.92,0.02,Express Air,28.64,6.98,2.83,Trudy Brown,54,Jackson,38301,Tennessee,South,Small Business,Furniture,Office Furnishings,G.E. Halogen Desk Lamp Bulbs,Small Pack,0.37,4/10/14
3219,23104,4/9/14,Medium,24,142.8,0.01,Regular Air,-25.00,5.81,3.37,Trudy Brown,54,Johnson City,37604,Tennessee,South,Small Business,Office Supplies,Rubber Bands,"Advantus Push Pins, Aluminum Head",Wrap Bag,0.54,4/12/14
4326,30820,4/9/14,Critical,21,48.01,0.1,Express Air,-6.85,2.21,1.12,Cynthia Arntzen,54,Abilene,79605,Texas,Central,Small Business,Office Supplies,Pens & Art Supplies,Newell 327,Wrap Bag,0.58,4/10/14
7247,51652,4/9/14,Not Specified,37,195.51,0.03,Express Air,95.56,4.98,0.49,Rachel Payne,54,Pine Hills,32808,Florida,South,Home Office,Office Supplies,Labels,Avery White Multi-Purpose Labels,Small Box,0.39,4/11/14
7248,51652,4/9/14,Not Specified,38,4992.63,0.07,Express Air,44.13,140.85,19.99,Rachel Payne,54,Pine Hills,32808,Florida,South,Home Office,Office Supplies,Storage & Organization,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",Small Box,0.73,4/10/14
7533,53825,4/9/14,Low,36,1646.05,0.08,Regular Air,649.80,48.04,7.23,Joy Smith,54,Ames,50010,Iowa,Central,Consumer,Office Supplies,Paper,Xerox 1885,Small Box,0.37,4/11/14
1887,13569,4/10/14,Critical,13,563.18,0.02,Express Air,67.98,40.98,7.2,Carlos Meador,54,Pomona,91767,California,West,Corporate,Office Supplies,Appliances,Kensington 6 Outlet SmartSocket Surge Protector,Small Box,0.6,4/12/14
1888,13569,4/10/14,Critical,16,47.45,0.05,Regular Air,1.07,2.88,1.49,Carlos Meador,54,Pomona,91767,California,West,Corporate,Office Supplies,Binders and Binder Accessories,Avery Durable Binders,Small Box,0.36,4/11/14
1928,13795,4/10/14,Not Specified,30,501.32,0.04,Regular Air,-119.08,15.99,13.18,Muhammed MacIntyre,54,Highland Park,60035,Illinois,Central,Small Business,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Box,0.37,4/13/14
1929,13795,4/10/14,Not Specified,23,275.16,0.05,Express Air,43.35,11.34,5.01,Muhammed MacIntyre,54,Highland Park,60035,Illinois,Central,Small Business,Office Supplies,Paper,Xerox 188,Small Box,0.36,4/13/14
1930,13795,4/10/14,Not Specified,37,1302.99,0.02,Regular Air,545.49,35.44,5.09,Muhammed MacIntyre,54,Highland Park,60035,Illinois,Central,Small Business,Office Supplies,Paper,Xerox 1932,Small Box,0.38,4/11/14
2501,18182,4/10/14,Medium,45,4598.73,0.04,Regular Air,1049.45,99.99,19.99,Anna Haberlin,54,Dallas,75217,Texas,Central,Corporate,Technology,Computer Peripherals,U.S. Robotics 56K Internet Call Modem,Small Box,0.5,4/12/14
2502,18182,4/10/14,Medium,45,2673.08,0.01,Regular Air,-1363.12,55.5,52.2,Anna Haberlin,54,Dallas,75217,Texas,Central,Corporate,Furniture,Office Furnishings,Eldon Cleatmat® Chair Mats for Medium Pile Carpets,Medium Box,0.72,4/11/14
2503,18182,4/10/14,Medium,12,396.69,0.09,Express Air,-18.45,33.29,8.74,Anna Haberlin,54,Dallas,75217,Texas,Central,Corporate,Office Supplies,Storage & Organization,Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems,Small Box,0.61,4/12/14
729,5251,4/11/14,Medium,38,3821.039,0.05,Express Air,1057.89,115.99,5.99,Tamara Dahlen,54,Pflugerville,78660,Texas,Central,Corporate,Technology,Telephones and Communication,2160,Small Box,0.57,4/13/14
862,6180,4/11/14,Medium,44,2443.342,0.01,Regular Air,590.32,65.99,3.99,Sung Chung,54,Meridian,83642,Idaho,West,Home Office,Technology,Telephones and Communication,StarTAC 7760,Small Box,0.59,4/13/14
2206,15907,4/11/14,High,36,1837.44,0.01,Delivery Truck,-1414.41,48.58,54.11,Thomas Seio,54,Northbrook,60062,Illinois,Central,Home Office,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Jumbo Box,0.69,4/13/14
2207,15907,4/11/14,High,36,3722.29,0.04,Express Air,950.68,105.98,13.99,Thomas Seio,54,Northbrook,60062,Illinois,Central,Home Office,Furniture,Office Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Medium Box,0.65,4/14/14
2208,15907,4/11/14,High,4,28.05,0.09,Regular Air,-5.41,7.04,2.17,Thomas Seio,54,Northbrook,60062,Illinois,Central,Home Office,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Wrap Bag,0.38,4/12/14
3286,23522,4/11/14,Critical,8,180.43,0.02,Regular Air,-44.86,19.99,11.17,Alan Shonely,54,Bennington,05201,Vermont,East,Small Business,Furniture,Office Furnishings,Telescoping Adjustable Floor Lamp,Large Box,0.6,4/12/14
3287,23522,4/11/14,Critical,20,1077.8085,0.06,Express Air,17.25,65.99,8.99,Alan Shonely,54,Lakewood,08701,New Jersey,East,Small Business,Technology,Telephones and Communication,5180,Small Box,0.56,4/13/14
3288,23522,4/11/14,Critical,19,2899.98,0.1,Regular Air,666.01,159.99,5.5,Alan Shonely,54,Wayne,07470,New Jersey,East,Small Business,Technology,Computer Peripherals,Gyration RF Keyboard,Small Box,0.49,4/12/14
3289,23522,4/11/14,Critical,36,233.38,0.1,Regular Air,-180.17,6.48,8.73,Alan Shonely,54,Wyckoff,07481,New Jersey,East,Small Business,Office Supplies,Paper,Xerox 227,Small Box,0.37,4/13/14
6351,45025,4/11/14,High,26,73.82,0.08,Regular Air,2.01,2.88,1.49,Mike Kennedy,54,Eagan,55122,Minnesota,Central,Corporate,Office Supplies,Binders and Binder Accessories,Avery Durable Binders,Small Box,0.36,4/14/14
6878,49027,4/11/14,High,41,708.83,0.08,Regular Air,35.08,17.67,8.99,Fred Harton,54,Denver,80219,Colorado,West,Home Office,Furniture,Office Furnishings,"Executive Impressions 12"" Wall Clock",Small Pack,0.47,4/12/14
7359,52423,4/11/14,Critical,49,1734.4,0.02,Regular Air,749.16,35.41,1.99,Allen Armold,54,Visalia,93277,California,West,Home Office,Technology,Computer Peripherals,Imation DVD-RAM discs,Small Pack,0.43,4/13/14
7360,52423,4/11/14,Critical,25,1128.03,0.01,Regular Air,256.30,42.76,6.22,Allen Armold,54,Visalia,93277,California,West,Home Office,Office Supplies,Storage & Organization,"SAFCO Mobile Desk Side File, Wire Frame",Small Box,,4/12/14
2474,17985,4/12/14,Medium,4,473.88,0.01,Delivery Truck,-183.26,110.98,30,Duane Benoit,54,Omaha,68046,Nebraska,Central,Home Office,Furniture,Chairs & Chairmats,Office Star Flex Back Scooter Chair with White Frame,Jumbo Drum,0.71,4/13/14
2475,17985,4/12/14,Medium,50,849.031,0.07,Regular Air,-133.31,20.99,3.3,Duane Benoit,54,Omaha,68046,Nebraska,Central,Home Office,Technology,Telephones and Communication,Accessory39,Small Pack,0.81,4/14/14
3694,26406,4/12/14,Not Specified,40,167.46,0.09,Regular Air,-134.30,4.24,5.41,Edward Becker,54,El Paso,79907,Texas,Central,Home Office,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,Small Box,0.35,4/15/14
682,4769,4/13/14,Not Specified,41,117.4,0.01,Regular Air,48.63,2.88,0.5,Ben Wallace,54,Valley Stream,11580,New York,East,Home Office,Office Supplies,Labels,Avery 49,Small Box,0.36,4/14/14
1664,11975,4/13/14,Critical,43,210.66,0.08,Regular Air,-145.72,5.18,5.74,Max Jones,54,Scranton,18504,Pennsylvania,East,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones Impact Binders,Small Box,0.36,4/15/14
2190,15780,4/13/14,Critical,19,71.77,0.03,Regular Air,22.71,3.78,0.71,Thomas Boland,54,Stevens Point,54481,Wisconsin,Central,Corporate,Office Supplies,Rubber Bands,Staples Bulldog Clip,Wrap Bag,0.39,4/15/14
5744,40803,4/13/14,Low,22,83.02,0.08,Regular Air,9.24,3.8,1.49,Jim Karlsson,54,Newton,67114,Kansas,Central,Small Business,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders,Small Box,0.38,4/18/14
5745,40803,4/13/14,Low,35,10278.79,0.04,Delivery Truck,1512.07,300.98,64.73,Jim Karlsson,54,Newton,67114,Kansas,Central,Small Business,Furniture,Chairs & Chairmats,"Global Leather and Oak Executive Chair, Black",Jumbo Drum,0.56,4/15/14
1264,9216,4/14/14,Medium,36,5977.63,0.1,Delivery Truck,-86.68,180.98,55.24,Roy French,54,Munster,46321,Indiana,Central,Consumer,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,Jumbo Drum,0.57,4/16/14
2916,21063,4/15/14,Low,49,377.02,0,Regular Air,84.66,7.08,2.35,Mike Gockenbach,54,Pembroke Pines,33024,Florida,South,Consumer,Office Supplies,Pens & Art Supplies,SANFORD Major Accent™ Highlighters,Wrap Bag,0.47,4/19/14
2917,21063,4/15/14,Low,48,7339.24,0,Delivery Truck,-279.74,145.98,51.92,Mike Gockenbach,54,Pembroke Pines,33024,Florida,South,Consumer,Furniture,Tables,Bevis Rectangular Conference Tables,Jumbo Box,0.69,4/15/14
2966,21444,4/15/14,Medium,17,34.16,0.09,Regular Air,-2.29,2.1,0.7,Maurice Satty,54,Land O Lakes,34639,Florida,South,Corporate,Office Supplies,Pens & Art Supplies,"Sanford EarthWrite® Recycled Pencils, Medium Soft, #2",Wrap Bag,0.57,4/16/14
3460,24646,4/15/14,Not Specified,46,662.51,0.09,Regular Air,293.32,15.67,1.39,Trudy Brown,54,Johnson City,37604,Tennessee,South,Small Business,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",Small Box,0.38,4/16/14
3461,24646,4/15/14,Not Specified,21,61.18,0,Regular Air,6.85,2.88,0.7,Trudy Brown,54,Johnson City,37604,Tennessee,South,Small Business,Office Supplies,Pens & Art Supplies,Newell 340,Wrap Bag,0.56,4/17/14
4164,29510,4/15/14,Critical,22,6123.94,0.01,Delivery Truck,1292.44,260.98,41.91,Don Miller,54,Carbondale,62901,Illinois,Central,Home Office,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Jumbo Box,0.59,4/17/14
7341,52293,4/15/14,High,4,31.14,0.08,Regular Air,-14.59,6.48,5.86,Ken Lonsdale,54,West Linn,97068,Oregon,West,Consumer,Office Supplies,Paper,Xerox 1904,Small Box,0.36,4/16/14
5737,40770,4/16/14,Low,19,217.69,0.09,Regular Air,-11.66,11.33,6.12,Cassandra Brandow,54,Salem,97301,Oregon,West,Home Office,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Medium Box,0.42,4/21/14
5804,41157,4/16/14,Medium,39,3854.4,0.09,Regular Air,1116.98,107.53,5.81,Nicole Brennan,54,Costa Mesa,92627,California,West,Home Office,Furniture,Office Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Medium Box,0.65,4/18/14
6374,45248,4/16/14,Medium,38,154.85,0.05,Regular Air,-136.55,3.95,5.13,Mark Cousins,54,Apple Valley,55124,Minnesota,Central,Corporate,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard™ & Commercial Ltweight Upright Vacs, 2/Pk",Small Box,0.59,4/18/14
6375,45248,4/16/14,Medium,32,4941.7725,0.1,Regular Air,704.89,195.99,8.99,Mark Cousins,54,Apple Valley,55124,Minnesota,Central,Corporate,Technology,Telephones and Communication,T28 WORLD,Small Box,0.6,4/18/14
6658,47367,4/16/14,Medium,7,27.99,0.06,Regular Air,-0.17,3.8,1.49,Rob Haberlin,54,Sioux City,51106,Iowa,Central,Corporate,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders,Small Box,0.38,4/16/14
6659,47367,4/16/14,Medium,6,21.07,0.08,Regular Air,2.28,3.69,0.5,Rob Haberlin,54,Sioux City,51106,Iowa,Central,Corporate,Office Supplies,Labels,Avery 52,Small Box,0.38,4/17/14
4177,29639,4/17/14,Critical,8,22.37,0.04,Regular Air,-14.09,2.6,2.4,Patrick Ryan,54,Athens,30605,Georgia,South,Corporate,Office Supplies,Pens & Art Supplies,12 Colored Short Pencils,Wrap Bag,0.58,4/19/14
5422,38530,4/17/14,Critical,47,1980.37,0.03,Regular Air,904.83,40.98,2.99,Dave Hallsten,54,Brownsville,78521,Texas,Central,Home Office,Office Supplies,Binders and Binder Accessories,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Small Box,0.36,4/17/14
5423,38530,4/17/14,Critical,13,642.66,0.05,Regular Air,-82.35,49.43,19.99,Dave Hallsten,54,Bryan,77803,Texas,Central,Home Office,Office Supplies,Appliances,"Eureka Hand Vacuum, Bagless",Small Box,0.57,4/17/14
5575,39492,4/17/14,Not Specified,38,1541.92,0.03,Regular Air,-564.06,40.48,19.99,Jason Fortune,54,Huntington,25705,West Virginia,East,Corporate,Technology,Computer Peripherals,Keytronic Designer 104- Key Black Keyboard,Small Box,0.77,4/19/14
5576,39492,4/17/14,Not Specified,40,169.48,0.08,Regular Air,-134.76,4.28,5.68,Jason Fortune,54,Huntington,25705,West Virginia,East,Corporate,Office Supplies,Paper,Xerox 199,Small Box,0.4,4/19/14
5577,39492,4/17/14,Not Specified,31,5347.9875,0.01,Regular Air,1332.44,200.99,4.2,Jason Fortune,54,Laramie,82070,Wyoming,West,Corporate,Technology,Telephones and Communication,2160i,Small Box,0.59,4/20/14
5579,39527,4/17/14,Low,29,213.35,0.01,Regular Air,63.78,6.88,2,Nathan Mautz,54,Lino Lakes,55014,Minnesota,Central,Corporate,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Wrap Bag,0.39,4/26/14
1905,13634,4/18/14,High,46,1824.13,0.05,Regular Air,104.51,39.98,7.12,Bradley Nguyen,54,Randallstown,21133,Maryland,East,Consumer,Technology,Computer Peripherals,"IBM Active Response Keyboard, Black",Small Box,0.67,4/18/14
1906,13634,4/18/14,High,27,151.38,0.04,Regular Air,-55.61,5.58,5.3,Bradley Nguyen,54,Randallstown,21133,Maryland,East,Consumer,Office Supplies,Envelopes,Staples Brown Kraft Recycled Clasp Envelopes,Small Box,0.35,4/19/14
3253,23301,4/18/14,High,4,28.46,0.02,Regular Air,-27.13,5.98,3.85,Adam Hart,54,Lake Elsinore,92530,California,West,Corporate,Technology,Computer Peripherals,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",Small Pack,0.68,4/20/14
3254,23301,4/18/14,High,3,23.44,0.05,Regular Air,-10.58,5.98,5.2,Adam Hart,54,Lake Elsinore,92530,California,West,Corporate,Office Supplies,Paper,Xerox 1992,Small Box,0.36,4/20/14
4967,35360,4/18/14,Critical,4,41.06,0.04,Regular Air,-16.39,8.88,6.28,Yana Sorensen,54,Dover,03820,New Hampshire,East,Corporate,Office Supplies,Binders and Binder Accessories,GBC Instant Index™ System for Binding Systems,Small Box,0.35,4/20/14
5363,38118,4/18/14,Not Specified,7,138.91,0.09,Regular Air,-64.11,19.98,4,Jack O'Briant,54,Greenville,38701,Mississippi,South,Small Business,Technology,Computer Peripherals,Belkin 105-Key Black Keyboard,Small Box,0.68,4/20/14
3036,21799,4/19/14,Not Specified,42,115.99,0.05,Express Air,-53.35,2.6,2.4,Lynn Smith,54,Norfolk,23518,Virginia,South,Corporate,Office Supplies,Pens & Art Supplies,12 Colored Short Pencils,Wrap Bag,0.58,4/20/14
5783,41026,4/19/14,Medium,8,709.37,0.1,Delivery Truck,-281.76,89.99,42,Duane Benoit,54,Omaha,68046,Nebraska,Central,Home Office,Furniture,Chairs & Chairmats,"Global Leather Task Chair, Black",Jumbo Drum,0.66,4/20/14
5784,41026,4/19/14,Medium,19,59.76,0.1,Express Air,-33.11,3.14,1.92,Duane Benoit,54,Omaha,68046,Nebraska,Central,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag,0.84,4/19/14
1056,7812,4/20/14,Low,17,475.9,0.04,Regular Air,-5.18,27.42,19.46,Karl Brown,54,Carlsbad,92008,California,West,Corporate,Furniture,Office Furnishings,Howard Miller Distant Time Traveler Alarm Clock,Small Box,0.44,4/27/14
1057,7812,4/20/14,Low,12,3635.63,0.09,Delivery Truck,104.48,320.64,29.2,Karl Brown,54,Carlsbad,92008,California,West,Corporate,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Jumbo Box,0.66,4/22/14
1421,10308,4/20/14,High,40,5554.036,0.09,Regular Air,1153.84,175.99,8.99,Dennis Pardue,54,Chapel Hill,27514,North Carolina,South,Small Business,Technology,Telephones and Communication,2180,Small Box,0.57,4/22/14
2329,16802,4/20/14,Medium,44,302.59,0.05,Express Air,-124.44,6.68,6.93,Nora Price,54,Springfield,22153,Virginia,South,Home Office,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),Small Box,0.37,4/21/14
2330,16802,4/20/14,Medium,26,2703.45,0.01,Regular Air,-445.04,95.99,35,Nora Price,54,Springfield,22153,Virginia,South,Home Office,Office Supplies,Storage & Organization,Safco Industrial Wire Shelving,Large Box,,4/22/14
4393,31271,4/20/14,Low,4,43.29,0.03,Regular Air,-0.36,8.37,10.16,Clay Cheatham,54,Vancouver,98661,Washington,West,Small Business,Furniture,Office Furnishings,Westinghouse Clip-On Gooseneck Lamps,Large Box,0.59,4/27/14
5319,37828,4/20/14,Low,23,490.17,0.04,Regular Air,-57.09,20.97,4,Mike Caudle,54,Huntsville,77340,Texas,Central,Corporate,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box,0.77,4/25/14
5320,37828,4/20/14,Low,42,206.2,0.01,Regular Air,101.14,4.91,0.5,Mike Caudle,54,Huntsville,77340,Texas,Central,Corporate,Office Supplies,Labels,Avery 508,Small Box,0.36,4/22/14
6788,48354,4/20/14,Medium,25,1387.29,0.03,Express Air,405.64,55.48,14.3,Lisa Ryan,54,Butte,59750,Montana,West,Home Office,Office Supplies,Paper,Xerox 194,Small Box,0.37,4/21/14
7728,55362,4/20/14,High,24,67.84,0.07,Regular Air,13.44,2.88,0.99,Cindy Schnelling,54,Georgetown,40324,Kentucky,South,Corporate,Office Supplies,Labels,Avery 474,Small Box,0.36,4/22/14
3712,26503,4/21/14,Medium,47,671.78,0.1,Regular Air,297.23,15.57,1.39,Thais Sissman,54,Port Charlotte,33952,Florida,South,Small Business,Office Supplies,Envelopes,Park Ridge™ Embossed Executive Business Envelopes,Small Box,0.38,4/23/14
3713,26503,4/21/14,Medium,12,262.09,0.01,Regular Air,58.69,19.98,10.49,Thais Sissman,54,Port Charlotte,33952,Florida,South,Small Business,Furniture,Office Furnishings,12-1/2 Diameter Round Wall Clock,Small Box,0.49,4/22/14
5713,40454,4/21/14,Not Specified,43,1243.88,0.1,Regular Air,22.71,30.98,8.99,Cynthia Delaney,54,Dundalk,21222,Maryland,East,Corporate,Office Supplies,Pens & Art Supplies,"Boston School Pro Electric Pencil Sharpener, 1670",Small Pack,0.58,4/24/14
7334,52261,4/21/14,Not Specified,49,10261.25,0.02,Delivery Truck,611.11,212.6,52.2,Bruce Degenhardt,54,Oro Valley,85737,Arizona,West,Home Office,Furniture,Tables,Bush Advantage Collection® Round Conference Table,Jumbo Box,0.64,4/22/14
